RSPO,Numer telefonu,Adres email,Adres www
82806,757756586,przedszkole2.zgorzelec@gmail.com,www.pn2-zgorzelec.pl
62303,756408882,kontakt@sp2zgc.pl,www.sp2zgorzelec.szkolnastrona.pl
72418,757754121,sp5zgorzelec@o2.pl,www.sp5@zgorzelec.szkolnastrona.pl
7498,756492564,sowkorczak@op.pl,
53070,757752444,szkola@zszil.pl,www.zszil.pl
5379,757733524,dyrektorpp3@pp3bogatynia.home.pl,pp3bogatynia.pl
5418,757732772,p6bogatynia@pnet.pl,www.p6bogatynia.pl
5116,757784303,sp5bogatynia@gmail.com,http://sp5bogatynia.edu.pl/
7053,757718226,szkola.dzialoszyn@pnet.pl,www.spdzialoszyn.pl
7094,757738329,sekretariat@spopolno.pl,http://www.spopolno.pl/
7296,757733253,sp3bogatynia@pro.onet.pl,www.sp3bogatynia.pl
72899,757718425,sekretariat@spdluzyna.szkolnastrona.pl,www.spdluzyna.szkolnastrona.pl
262436,757786522,sekretariat@sp2piensk.pl,sp2piensk.pl
124167,660593692,przedszkole.ruszow@op.pl,przedszkoleruszow.wordpress.com
124167,660593692,przedszkole.ruszow@op.pl,przedszkoleruszow.wordpress.com
3358,757718326,sptrojca@wp.pl,www.sptrojca.szkolnastrona.pl
41057,757512564,przedszkolew@wp.pl,www.przedszkole-wojcieszow.pl
19326,757512361,soswwojcieszow@wp.pl,http://www.sosw-wojcieszow.pl/
24823,768783623,przedszkole1@zlotoryja.pl,www.przedszkole1.zlotoryja.pl
24826,768783820,przedszkole2@zlotoryja.pl,www.przedszkole2.zlotoryja.pl
24879,,biuro@przedszkolezlotoryja.pl,http://przedszkolezlotoryja.pl/
24879,,biuro@przedszkolezlotoryja.pl,http://przedszkolezlotoryja.pl/
129834,570914394,rekrutacjakangurek@gmail.com,www.montessori-kangurek.pl
478560,792649775,justyna@dobrystartpt.com,
29130,768783647,zszzlotoryja@op.pl,www.zszzlotoryja.pl
25577,768781523,spgieraltowiec@vp.pl,www.spgieraltowiec.edupage.org
25578,768783122,szkola.rokitnica@zlotoryja.com.pl,www.sprokitnica.edupage.org
31098,757524911,bajkaprzedszkole@wp.pl,
47357,756421343,przedszkole@przedszkole4.jgora.pl,www.przedszkole4.jgora.pl
47358,757526488,przedszkolenr13@wp.pl,www.trzynasteczkajg.pl
47358,757526488,przedszkolenr13@wp.pl,www.trzynasteczkajg.pl
54117,756423610,mp2_jgora@poczta.onet.pl,mp2jeleniagora.edupage.org
54117,756423610,mp2_jgora@poczta.onet.pl,mp2jeleniagora.edupage.org
54121,757551678,mp14@o2.pl,http://www.mp14jeleniagora.szkolnastrona.pl/
58681,756469374,przedszkolestonoga@poczta.fm,www.tuptus.jgora.pl
58831,756422022,edyta.wawrzyniak@akademiahappykids.pl,
277556,501417870,promyczek.jeleniagora@gmail.com,
48087,757551475,sp3jeleniagora@wp.pl,www.sp3jg.pl
57858,757525995,spnr8jg@op.pl,www.sp8.jgora.pl
57882,757523376,sp2jgora@op.pl,sp2jgora.szkolnastrona.pl
61299,757531296,dyrekcja.sp11jg@op.pl,www.sp11jg.edupage.org
63480,757523972,trzynastkajg@o2.pl,www.sp13.jelenia-gora.pl
70299,757523335,przerwa7@poczta.onet.pl,www.sp7jgora.szkolnastrona.pl
80185,757553342,jgsp15@wp.pl,www.sp15.sobieszow.pl
277800,756711910,jelenia@teb-edukacja.pl,
72856,757538723,sekretariat@soswjg.pl,www.soswjg.pl
267730,605437647,orewarchitekton@interia.pl,www.orewarchitekton.pl
77413,757522881,zsoit_jg@vp.pl,www.zsoit.jgora.pl
77413,757522881,zsoit_jg@vp.pl,www.zsoit.jgora.pl
111418,757524581,elektronik@zsejg.edu.pl,elektronik.jgora.pl
111433,756423728,sekretariat@ekonom.jgora.pl,www.ekonom.jgora.pl
111439,756423900,handlowka@post.pl,http://www.handlowka.edu.pl
3828,501753488,biuro@planetazdrowia.eu,www.planetazdrowia.eu
4295,767210143,iczajkowska@mp7.legnica.eu,mp7legnica.szkolnastrona.pl
4523,697661252,przedszkole@hobbit-akademia.pl,www.hobbit-akademia.pl
4714,767233280,przedszkole@mp19.legnica.eu,mp19.legnica.eu
4925,767210139,dzagrobska@mp9.legnica.eu,www.mp9legnica.szkolnastrona.pl
5080,767233137,przedszkole@mp4legnica.com,https://mp4.legnica.eu/
5434,768540346,hnowak@mp1.legnica.eu,mp1.legnica.eu
5546,767213522,przedszkole@mp14.legnica.eu,www.mp14.legnica.eu
5586,767233360,przedszkole@mp3.legnica.eu,mp3.legnica.eu
5723,767228350,aworonowicz@mp18.legnica.eu,www.przedszkolenr18legnica.pl
12020,609825264,biuro@montessorek.legnica.pl,http://www.montessorek.legnica.pl/
15213,768561271,teczowyzakatek@poczta.onet.pl,www.teczowyzakatek.edu.pl
114551,533349600,2803grazka@wp.pl,www.przedszkole@chatka-skrzatka.pl
114551,533349600,2803grazka@wp.pl,www.przedszkole@chatka-skrzatka.pl
114551,533349600,2803grazka@wp.pl,www.przedszkole@chatka-skrzatka.pl
131317,,twpor@o2.pl,
132459,763070784,przedszkole@maliodkrywcy.legnica.pl,maliodkrywcy.legnica.pl
132459,763070784,przedszkole@maliodkrywcy.legnica.pl,maliodkrywcy.legnica.pl
132459,763070784,przedszkole@maliodkrywcy.legnica.pl,maliodkrywcy.legnica.pl
267293,767208323,kbaranowska@mp12.legnica.eu,
4440,767238811,sekretariat@sp7.legnica.eu,www.sp7.legnica.eu
5285,768552839,prywatnaszkola@op.pl,www.prywatnaszkola.pl
6792,768546932,sekretariat@sp6.legnica.eu,www.sp6.legnica.pl
15121,,nksp.legnica@wp.pl,
120276,782001332,darlosu1@wp.pl,
196274,767244214,sp-legnica@franciszkanie.pl,klo.franciszkanie.pl
54147,767244214,klo-legnica@franciszkanie.pl,www.klo.franciszkanie.pl
3691,767233340,mck.legnica@wp.pl,www.mck.legnica.eu
120171,717071534,gpg@globalprotectiongroup.eu,www.globalprotectiongroup.eu
12038,515100042,jkj1960@wp.pl,www.punktharmonia.republika.pl
6050,767233106,zso4legnica@op.pl,www.zso4legnica.eu
8908,767233114,sekretariat@zps.legnica.eu,www.zps.legnica.eu
196441,767233102,sekretariat@cpppidn.legnica.eu,www.cpppidn.legnica.eu
3194,717986776,sekretariat.p002@wroclawskaedukacja.pl,www.przedszkole2.edu.wroclaw.pl
11456,601922313,przedszkole@lawendoweskrzaty.net,www.lawendoweskrzaty.net
12263,717985605,przedszkole@technologpark.pl,www.technoludek.pl
18488,784340404,kontakt@lupikowo.pl,www.lupikowo.pl
19567,713431899,przedszkole.wesole.nutki@gmail.com,www.wesolenutki.eu
22010,505410401,zloteprzedszkole.biuro@gmail.com,www.zlote-przedszkole.pl
22368,717986782,sekretariat.p003@wroclawskaedukacja.pl,p3wroclaw.szkolnastrona.pl
22656,717986746,sekretariat.p001@wroclawskaedukacja.pl,www.przedszkole1.edu.wroclaw.pl
23210,717986791,Sekretariat.p047@wroclawskaedukacja.pl,www.przedszkole47.edu.wroclaw.pl
23219,717986802,sekretariat.p059@wroclawskaedukacja.pl,przedszkole59wroc.edupage.org
23278,717986808,sekretariat.p066@wroclawskaedukacja.pl,www.przedszkole66.edu.wroclaw.pl
23357,717986766,sekretariat.p013@wroclawskaedukacja.pl,przedszkole13.edu.wroclaw.pl
24038,717986762,sekretariat.p123@wroclawskaedukacja.pl,przedszkole123.edu.wroclaw.pl
24507,717986827,sekretariat.p099@wroclawskaedukacja.pl,przedszkole99.edu.wroclaw.pl
24507,717986827,sekretariat.p099@wroclawskaedukacja.pl,przedszkole99.edu.wroclaw.pl
24508,717986748,sekretariat.p100@wroclawskaedukacja.pl,
24509,717986749,sekretariat.p102@wroclawskaedukacja.pl,https://przedszkole102.edu.wroclaw.pl
24511,717986754,sekretariat.p109@wroclawskaedukacja.pl,przedszkole109-integracja.przedszkolowo.pl
24513,717986763,Sekretariat.p124@wroclawskaedukacja.pl,https://przedszkole124.edu.wroclaw.pl
24514,717986764,sekretariat.p125@wroclawskaedukacja.pl,przedszkole125.wroc.pl
24515,717986765,sekretariat.p126@wroclawskaedukacja.pl,www.rozanka.wroclaw.pl
24516,717986767,sekretariat.p136@wroclawskaedukacja.pl,https://przedszkole136.edu.wroclaw.pl
24517,717986768,dyrektor.p140@wroclawskaedukacja.pl,przedszkole140wroclaw.edupage.org
26027,717986798,sekretariat.p055@wroclawskaedukacja.pl,www.p55wroc.szkolnastrona.pl
26032,717986810,sekretariat.p071@wroclawskaedukacja.pl,www.przedszkole71wroc.szkolnastrona.pl
30689,717986786,sekretariat.p035@wroclawskaedukacja.pl,https://przedszkole35.edu.wroclaw.pl/
31111,717986792,Sekretariat.p048@wroclawskaedukacja.pl,www.przedszkole48wroc.edupage.org
31325,717986793,sekretariat.p049@wroclawskaedukacja.pl,www.przedszkole49.pl
40223,717986796,sekretariat.p052@wroclawskaedukacja.pl,https://przedszkole52.edu.wroclaw.pl/
41885,717986761,sekretariat.p122@wroclawskaedukacja.pl,www.wesolagromadka.smyki.pl
47637,717986800,sekretariat.p057@wroclawskaedukacja.pl,https://przedszkole57.edu.wroclaw.pl/
55997,717986778,sekretariat.p022@wroclawskaedukacja.pl,p22muchoborek.edupage.org
57239,713517233,dyrektor@bajka.edu.pl,www.bajka.edu.pl
71673,717950951,przedszkole@promykslonca.pl,www.promykslonca.pl
72621,713279239,psj@archidiecezja.wroc.pl,www.przedszkole-jadwizanek.wroc.pl
129886,572712710,biuro@misyogi.pl,www.misyogi.pl
130548,713772199,dyrektor@bajkowaprzystan.pl,www.bajkowaprzystan.pl
133966,717986712,sekretariat.p023@wroclawskaedukacja.pl,www.przedszkole23.edu.wroclaw.pl
267405,663449169,przedszkole@kolorowekredki.wroclaw.pl,kolorowekredki.wroclaw.pl
268799,576044875,biuro2@wroclawskieskauty.pl,www.wroclawskieskauty.pl
271717,717986714,EwaHalina.Kulczynska@wroclawskaedukacja.pl,https://przedszkole17.edu.wroclaw.pl/
275703,602561809,przedszkole@bliskosci.pl,www.bliskosci.pl
277806,798717179,BIURO@PLANETA-DZIECI.PL,PLANETA-DZIECI.PL
277808,575112110,biuro@lesnezuchy.pl,www.lesnezuchy.pl
279054,,biuro6@wroclawskieskauty.pl,www.wroclawskieskauty.pl
12267,717986843,sp2wroc@poczta.onet.pl,www.sp2.wroc.pl
12637,717986854,sekretariat@sp50.wroclaw.pl,www.sp50.wroclaw.pl
14057,717986848,sekretariat@sp3.wroc.pl,https://sp3wroc.edupage.org/
14098,717986844,sekretariat.sp020@wroclawskaedukacja.pl,www.sp20.wroc.pl
14271,717966861,wroclaw@bisc.krakow.pl,bisc.wroclaw.pl
14568,717986857,sekretariat.sp063@wroclawskaedukacja.pl,www.sp63.wroc.pl
14606,717986840,szkola@sp118.pl,www.sp118.pl
14794,717986839,sekretariat.sp109@wroclawskaedukacja.pl,www.sp109wroclaw.pl
14794,717986839,sekretariat.sp109@wroclawskaedukacja.pl,www.sp109wroclaw.pl
14801,717986837,sekretariat@sp107.wroclaw.pl,sp107.wroclaw.pl
14805,717986878,sekretariat.sp098@wroclawskaedukacja.pl,http://sp98wroc.szkolnastrona.pl/
14810,717986877,sekretariat.sp096@wroclawskaedukacja.pl,www.sp96wroc.pl
14858,717986859,sekretariat.sp068@wroclawskaedukacja.pl,sp68wroclaw.edupage.org
14858,717986859,sekretariat.sp068@wroclawskaedukacja.pl,sp68wroclaw.edupage.org
14873,717986868,sekretariat.sp082@wroclawskaedukacja.pl,https://sp82wroclaw.edupage.org
14874,717986855,sekretariat.sp051@wroclawskaedukacja.pl,www.sp51wroclaw.edupage.org
14929,717986867,sekretariat@sp80.wroc.pl,www.sp80.wroc.pl
15537,717986873,sekretariat.sp090@wroclawskaedukacja.pl,https://sp90wroc.szkolnastrona.pl
15596,717986875,sekretariat.sp093@wroclawskaedukacja.pl,www.sp93.wroc.pl
15597,717986876,sekretariat.sp095@wroclawskaedukacja.pl,www.sp95.wroclaw.pl
56279,717986882,sekretariat.sp042@wroclawskaedukacja.pl,http://sp42.wroclaw.pl/
56279,717986882,sekretariat.sp042@wroclawskaedukacja.pl,http://sp42.wroclaw.pl/
124498,713336992,office@asw.org.pl,www.asw.org.pl
133881,717986711,sekretariat.sp006@wroclawskaedukacja.pl,https://sp6wroc.edupage.org
133881,717986711,sekretariat.sp006@wroclawskaedukacja.pl,https://sp6wroc.edupage.org
262351,717986703,sekretariat.sp005@wroclawskaedukacja.pl,sp5.wroclaw.pl
263059,713594663,parnas@teb-edukacja.pl,www.parnas.teb.pl
267810,717986720,sp29@sp29.wroc.pl,www.sp29.wroc.pl
268278,531334232,kolorowawroclaw@gmail.com,https://kolorowainicjatywa.pl/
11472,717986731,sekretariat.lo01@wroclawskaedukacja.pl,www.lo1.wroc.pl
11473,717986738,sekretariat.lo12@wroclawskaedukacja.pl,www.lo12.wroc.pl
11474,717986732,sekretariat@lo3.wroc.pl,www.lo3.wroc.pl
11478,717986736,sekretariat.lo08@wroclawskaedukacja.pl,www.lo8.wroc.pl
68321,717986890,sekretariat@lo14.wroc.pl,www.lo14.wroc.pl
106559,717986913,vlo@lo5.wroc.pl,www.lo5.wroc.pl
106559,717986913,vlo@lo5.wroc.pl,www.lo5.wroc.pl
108898,728891156,dyrektor.urszulanki@gmail.com,www.urszulanki.edu.pl
20097,717986742,biuro@mdk.wroc.pl,www.mdk.wroc.pl
20440,717986744,sekretariat@mdksr.wroc.pl,www.mdksrodmiescie.wroc.pl
20916,717986832,sekretariat.ppp9@wroclawskaedukacja.pl,www.ppp9-wroc.pl
20916,717986832,sekretariat.ppp9@wroclawskaedukacja.pl,www.ppp9-wroc.pl
129699,735154349,educata@educata.pl,www.educata.pl
268783,601656911,poradnia.sensoteka@gmail.com,
268783,601656911,poradnia.sensoteka@gmail.com,
59820,713536469,osrodek12@gmail.com,
20917,717986745,sekretariat.mos@wroclawskaedukacja.pl,www.mos2.org.pl
72608,713615813,kontakt@bursa.pnet.pl,www.bursa.pnet.pl
20635,717826171,duszek@archidiecezja.wroc.pl,www.duchsw.archidiecezja.wroc.pl
120622,601537040,agata-czyzewska@o2.pl,www.klubmalucha-serduszkowo.pl
264595,788390391,biuro@jagodoweprzedszkole.pl,www.jagodoweprzedszkole.pl
269696,519352270,przedszkole@montemondo.pl,montemondo.pl
269696,519352270,przedszkole@montemondo.pl,montemondo.pl
479260,575701024,ancymonek.wroclaw1@gmail.com,www.ancymonek.edu.pl
3931,717986919,sekretariat.zs-p13@wroclawskaedukacja.pl,www.zsp13.wroclaw.pl
13234,717986906,sekretariat.zs09@wroclawskaedukacja.pl,http://www.zs9.wroclaw.pl/
14616,717986922,sekretariat.zsp16@wroclawskaedukacja.pl,www.zsp16.wroclaw.pl
14616,717986922,sekretariat.zsp16@wroclawskaedukacja.pl,www.zsp16.wroclaw.pl
14644,717986920,sekretariat.zsp14@wroclawskaedukacja.pl,www.sp24.wroclaw.pl
14832,717986927,sekretariat.zsp04@wroclawskaedukacja.pl,www.zsp4wroc.pl
14832,717986927,sekretariat.zsp04@wroclawskaedukacja.pl,www.zsp4wroc.pl
14839,717986928,sekretariat.zsp05@wroclawskaedukacja.pl,http://zsp5.osobowice.org/
14871,717986932,sekretariat.zsp09@wroclawskaedukacja.pl,www.sp15.wroclaw.pl
14913,717986917,sekretariat.zsp11@wroclawskaedukacja.pl,www.sp53.wroc.pl
14913,717986917,sekretariat.zsp11@wroclawskaedukacja.pl,www.sp53.wroc.pl
20921,717986888,sekretariat.zs12@wroclawskaedukacja.pl,www.zs12.edu.pl
20923,713276314,sekretariat.zs17@wroclawskaedukacja.pl,
20924,717986884,sekretariat.zpo3@wroclawskaedukacja.pl,www.zpo3wroclaw.edupage.org
41022,717366060,sekretariat@lowiecka.wroclaw.pl,lowiecka.wroclaw.pl
42885,717986741,szkola@lzn.pl,www.lzn.pl
42886,717986907,sekretariat.zsb@wroclawskaedukacja.pl,www.zsb-wroc.edupage.org
42887,717986909,zsea@zse.wroc.pl,www.zsea.wroclaw.szkolnastrona.pl
42889,717986910,sekretariat.zsg@wroclawskaedukacja.pl,www.zsg.wroclaw.pl
103993,717986911,sekretariat@zs6.wroc.pl,www.zs6.wroc.pl
127381,717986853,sekretariat.zsp19@wroclawskaedukacja.pl,www.zsp19.wroclaw.pl
130769,717986883,sekretariat.zs16@wroclawskaedukacja.pl,zs16.edu.wroclaw.pl
130769,717986883,sekretariat.zs16@wroclawskaedukacja.pl,zs16.edu.wroclaw.pl
262278,717986942,sekretariat.zsp21@wroclawskaedukacja.pl,www.zsp21.edu.wroclaw.pl
262372,717986845,sekretariat.zsp20@wroclawskaedukacja.pl,www.sp22.edupage.org
271721,605873114,sekretariat@ostoja.org.pl,www.ostoja.org.pl
272355,713347870,zespolszkol@unlock.wroclaw.pl,www.unlock.wroclaw.pl
272359,573968644,sekretariat@etzchaim.pl,www.etzchaim.pl
277683,717986783,sekretariat.p031@wroclawskaedukacja.pl,www.przedszkole31wroc.pl
119600,606356197,fundacjamojaszkola@wp.pl,
279476,531398704,biuro@laferpham.com,
11065,748432186,psp26@walbrzych.edu.pl,
11309,746642512,sekretariat@psps10.pl,www.psps10.pl
57870,748426128,mowwalbrzych@op.pl,mowwalbrzych.pl
6893,748431783,soswwalbrzych@wp.pl,
7087,748426009,szkola@energetyk.walbrzych.pl,www.zsee.walbrzych.pl
11308,748467475,szkola@zs5.mail.pl,zs5.walbrzych.pl
12759,748402007,slo@hm.pl,www.slo.hm.pl
63949,748421191,sekretariat-walbrzychdzssp@edu.dolnyslask.pl,http://dzssp.walbrzych.dolnyslask.pl/
130982,748477815,zsp3@walbrzych.edu.pl,
271787,746648844,zsp6@walbrzych.edu.pl,
58307,0542822209,ps1alekskuj@wp.pl,www.ps1alekskuj.za.pl
133011,542300940,aleksandrow@bimbambino.pl,
263579,542822013,dyrekcja@szkosal.pl,
82816,542834489,ps2ciech@op.pl,www.ps2.ciechocinek.pl
83692,542834835,przedsamnr1@op.pl,www.ps1.ciechocinek.pl
85208,542836460,sp1ciechocinek@poczta.onet.pl,www.sp1ciechocinek.szkolnastrona.pl
3513,542832531,sekretariat@lociechocinek.pl,www.lociechocinek.pl
278185,542838178,nieszawazs@gmail.com,zsnieszawa.szkolna.net
86316,,sp_swiete@wp.pl,spswiete.edupage.org
86316,,sp_swiete@wp.pl,spswiete.edupage.org
86316,,sp_swiete@wp.pl,spswiete.edupage.org
110150,542730390,dyrektor@spniszczewy.mojaszkola.net,www.spniszczewy.mojaszkola.net
107324,543070262,szkola@zbrachlin.pl,www.zbrachlin.pl
3896,0564982560,btegowska@poczta.onet.pl,
58765,566498382,pnbrodnica@gmail.com,pnbrodnica.pl
120781,512201551,wesoleskrzaty.brodnica@gmail.com,
120781,512201551,wesoleskrzaty.brodnica@gmail.com,
268231,691244749,promyczek.brodnica@o2.pl,
53597,564982016,sekretariat@1lobrodnica.pl,www.1lo-brodnica.edupage.org
6042,564986125,sekretariat@zsp3.brodnica.pl,www.zsp3.brodnica.pl
6048,564982343,zsp1brodnica@sp1.pl,https://sp1brodnica.edupage.org/
6049,564934656,spdwa@poczta.onet.pl,zsp2.brodnica.edu.pl
131165,564982466,sekretariat@ckziubrodnica.pl,http://ckziubrodnica.pl
131165,564982466,sekretariat@ckziubrodnica.pl,http://ckziubrodnica.pl
79400,564980143,przedszkole_jablonowo@o2.pl,http://psjablonowo.szkolnastrona.pl
104794,523814047,sekretariat@wrozka.edu.pl,wrozka.edu.pl
104794,523814047,sekretariat@wrozka.edu.pl,wrozka.edu.pl
275691,,kontakt@przedszkolekorona.pl,www.przedszkolekorona.pl
275691,,kontakt@przedszkolekorona.pl,www.przedszkolekorona.pl
104764,523810184,sekretariat.spprzyleki@gmail.com,www.przyleki.edu.pl
110007,523639910,sekretariat@splochowo.pl,splochowo.pl
279130,,m.szydlo2@gmail.com,
51248,523816060,sekretariat@zsdabrowach.pl,https://zsdabrowach.edupage.org/
51249,523817625,s.ostromecko@poczta.szkolna.net,https://ostromecko.edupage.org/
51250,523816504,sekretariat.zsczarze@poczta.szkolna.net,https://zsczarze.edupage.org/
83725,523819213,spkotomierz@dobrcz.pl,
83213,724590010,misiowachatka@gmail.com,
83213,724590010,misiowachatka@gmail.com,
61902,523823903,szkola.witoldowo@poczta.onet.pl,spwitoldowo.edupage.org
196448,523822273,sp1@koronowo.edu.pl,
11764,523822246,sekretariat@zsz-koronowo.pl,www.zsz-koronowo.pl
60270,523810153,przedszkolewbrzozie@gmail.com,
122161,785522552,ksmaczek@interia.pl,
48737,523813119,sekretariat@sposielsko.edu.pl,sposielsko.edu.pl
18756,525870569,sp.sicienko@sicienko.pl,www.szkola-sicienko.pl
18835,523815106,sekretariat@spkruszyn.edu.pl,spkruszyn.edupage.org
50413,523871269,przedszkole@promyczek.soleckujawski.pl,
268748,516798644,przedszkoledinus@wp.pl,www.przedszkoledinus.pl
48616,523871359,sekretariat@sp4.soleckujawski.pl,https://sp4soleckujawski.edupage.org/
5374,566868575,nsp.bruki@wp.pl,nspbruki.edupage.org
82954,566838492,sp.wegiersk@wp.pl,sp-wegiersk.edupage.org
69396,566841522,przedszkole@kowalewopomorskie.pl,http://www.przedszkolekowalewo.pl/
273491,501170458,sekretariat@nptkowalewo.pl,nptkowalewo.pl
40814,542801992,sp_klon@interia.pl,https://klonowo-szkola.pl
12174,542801908,sosw@golub-dobrzyn.com.pl,www.sosw-wielgie.pl
53644,564685425,spnicwald@gruta.pl,
28681,564662060,spzawda@lasin.pl,www.spzawda.szkolnastrona.pl
28683,564689316,spwydrzno@lasin.pl,www.spwydrzno.szkolnastrona.pl
28685,564663428,spszonowo@lasin.pl,www.szkoszon.edupage.org
14633,566886167,szkola@radzyn.edu.pl,www.radzyn.edu.pl
61335,564689279,spszembruczek@e-rogozno.pl,
61341,564681351,spbialochowo@e-rogozno.pl,www.spbialochowo.szkolnastrona.pl
104498,564668103,sp.bursztynowo@interia.pl,www.spbursztyn.sldc.pl
3098,523574244,biuro@przedszkole2ino.pl,www.przedszkole2ino.pl
3104,523578130,dyrektor@przedszkole4sloneczko.pl,
3352,693158389,przedszkolepiastus@wp.pl,www.piastus.pl
25074,523574534,duszek-przedszkole.ino@wp.pl,
130111,601389428,m.niemiec@centrum-trr.pl,www.sowainowrocla.pl
130111,601389428,m.niemiec@centrum-trr.pl,www.sowainowrocla.pl
130111,601389428,m.niemiec@centrum-trr.pl,www.sowainowrocla.pl
3214,523526595,sekretariat@kspinowroclaw.pl,www.kspinowroclaw.pl
262594,523574182,sekretariat@sp1ino.pl,http://sp1ino.pl/
262616,523520701,sp5ino@wp.pl,http://www.sp5ino.pl
262629,523573870,sp8ino@onet.pl,sp8ino.edu.pl
262653,523552444,sp-14inowroclaw@wp.pl,http://www.sp14ino.pl
18731,523572534,iilosekretariat@gmail.com,konopa.szkolnastrona.pl
21855,523572207,sekretariat1loino@onet.pl,kasprowicz.az.pl
122771,690665990,sekretariat@akademiaszkolnictwa.pl,www.akademiaszkolnictwa.pl
12730,523522722,sekretariat@szkolarzemiosla.pl,szkolarzemiosla.pl
16458,523530365,ekonom@ekonom-ino.pl,ekonom-ino.pl
16666,523537210,sek@zsp1-inowr.internetdsl.pl,zsp1ino.pl
16666,523537210,sek@zsp1-inowr.internetdsl.pl,zsp1ino.pl
53421,523512727,sppdyrektor@o2.pl,https://spparchanie.edupage.org/
44282,523558641,przedszkole.gniewkowo@onet.eu,www.samorzadoweprzedszkole.gniewkowo.szkolnastrona.pl
44282,523558641,przedszkole.gniewkowo@onet.eu,www.samorzadoweprzedszkole.gniewkowo.szkolnastrona.pl
44276,523512495,kijewo40@poczta.onet.pl,www.spkijewo.szkolnastrona.pl
3570,523512982,szkola.orlowo@gminainowroclaw.eu,www.sporlowo.szkolnastrona.pl
54186,523515615,sppolanow2011@wp.pl,sppolanowice.ekruszwica.pl
58574,523516876,spchelmce@op.pl,www.spchelmce.stronyzklasa.pl
21542,523516085,zspkruszwica@wp.pl,zspkruszwica.pl
21542,523516085,zspkruszwica@wp.pl,zspkruszwica.pl
131226,523515012,kru.sp1@wp.pl,
16925,523518598,przedszkolemiejskiepakosc@wp.pl,przedszkolemiejskiepakosc.edupage.org
262538,525665812,gimnazjumpa@wp.pl,www.gimnazjumpak.edupage.org.pl
4217,523511426,zpokoscielec@op.pl,http://zpokoscielec.pl/
16408,523511131,zsp@koscielec.pl,zsckr.koscielec.pl
24909,542872443,pm3lipno@wp.pl,
272009,542874390,sekretariat@zsslipno.pl,https://www.zsslipno.pl/
4003,542514794,przedszkolesamorzadowebobrowniki@wp.pl,
88946,0542531045,przedszkoledobrzyn@op.pl,przedszkoledobrzyn.edupage.org
90221,,a.szczepanska@zielonakraina.edu.pl,
90221,,a.szczepanska@zielonakraina.edu.pl,
47288,609516900,zbogoski@o2.pl,www.spzajeziorze.pl
272727,+48505340964,dyrektor.norewwierzbick@gmail.com,
478917,,przedszkolekujawiaczek16@gmail.com,
74297,542877742,spczermno@vp.pl,www.spczermno.edupage.org
74297,542877742,spczermno@vp.pl,www.spczermno.edupage.org
44706,542876292,spmyslakowko@wp.pl,
